"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Germany","2018","Total","Female","25","Data tabulated by year of occurrence","Final figure, complete","2020","99",""
"Germany","2018","Total","Female","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2020","555",""
"Germany","2018","Total","Female","26","Data tabulated by year of occurrence","Final figure, complete","2020","82",""
"Germany","2018","Total","Female","27","Data tabulated by year of occurrence","Final figure, complete","2020","107",""
"Germany","2018","Total","Female","28","Data tabulated by year of occurrence","Final figure, complete","2020","126",""
"Germany","2018","Total","Female","29","Data tabulated by year of occurrence","Final figure, complete","2020","141",""
"Germany","2018","Total","Female","30","Data tabulated by year of occurrence","Final figure, complete","2020","162",""
"Germany","2018","Total","Female","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2020","913",""
"Germany","2018","Total","Female","31","Data tabulated by year of occurrence","Final figure, complete","2020","176",""
"Germany","2018","Total","Female","32","Data tabulated by year of occurrence","Final figure, complete","2020","177",""
"Germany","2018","Total","Female","33","Data tabulated by year of occurrence","Final figure, complete","2020","197",""
"Germany","2018","Total","Female","34","Data tabulated by year of occurrence","Final figure, complete","2020","201",""
"Germany","2018","Total","Female","35","Data tabulated by year of occurrence","Final figure, complete","2020","219",""
"Germany","2018","Total","Female","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2020","1356",""
"Germany","2018","Total","Female","36","Data tabulated by year of occurrence","Final figure, complete","2020","264",""
"Germany","2018","Total","Female","37","Data tabulated by year of occurrence","Final figure, complete","2020","242",""
"Germany","2018","Total","Female","38","Data tabulated by year of occurrence","Final figure, complete","2020","308",""
"Germany","2018","Total","Female","39","Data tabulated by year of occurrence","Final figure, complete","2020","323",""
"Germany","2018","Total","Female","40","Data tabulated by year of occurrence","Final figure, complete","2020","306",""
"Germany","2018","Total","Female","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2020","1960",""
"Germany","2018","Total","Female","41","Data tabulated by year of occurrence","Final figure, complete","2020","368",""
"Germany","2018","Total","Female","42","Data tabulated by year of occurrence","Final figure, complete","2020","389",""
"Germany","2018","Total","Female","43","Data tabulated by year of occurrence","Final figure, complete","2020","449",""
"Germany","2018","Total","Female","44","Data tabulated by year of occurrence","Final figure, complete","2020","448",""
"Germany","2018","Total","Female","45","Data tabulated by year of occurrence","Final figure, complete","2020","565",""
"Germany","2018","Total","Female","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2020","4031",""
"Germany","2018","Total","Female","46","Data tabulated by year of occurrence","Final figure, complete","2020","643",""
"Germany","2018","Total","Female","47","Data tabulated by year of occurrence","Final figure, complete","2020","787",""
"Germany","2018","Total","Female","48","Data tabulated by year of occurrence","Final figure, complete","2020","943",""
"Germany","2018","Total","Female","49","Data tabulated by year of occurrence","Final figure, complete","2020","1093",""
"Germany","2018","Total","Female","50","Data tabulated by year of occurrence","Final figure, complete","2020","1237",""
"Germany","2018","Total","Female","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2020","7982",""
"Germany","2018","Total","Female","51","Data tabulated by year of occurrence","Final figure, complete","2020","1499",""
"Germany","2018","Total","Female","52","Data tabulated by year of occurrence","Final figure, complete","2020","1556",""
"Germany","2018","Total","Female","53","Data tabulated by year of occurrence","Final figure, complete","2020","1744",""
"Germany","2018","Total","Female","54","Data tabulated by year of occurrence","Final figure, complete","2020","1946",""
"Germany","2018","Total","Female","55","Data tabulated by year of occurrence","Final figure, complete","2020","2216",""
"Germany","2018","Total","Female","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2020","12736",""
"Germany","2018","Total","Female","56","Data tabulated by year of occurrence","Final figure, complete","2020","2382",""
"Germany","2018","Total","Female","57","Data tabulated by year of occurrence","Final figure, complete","2020","2545",""
"Germany","2018","Total","Female","58","Data tabulated by year of occurrence","Final figure, complete","2020","2703",""
"Germany","2018","Total","Female","59","Data tabulated by year of occurrence","Final figure, complete","2020","2890",""
"Germany","2018","Total","Female","60","Data tabulated by year of occurrence","Final figure, complete","2020","3023",""
"Germany","2018","Total","Female","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2020","17606",""
"Germany","2018","Total","Female","61","Data tabulated by year of occurrence","Final figure, complete","2020","3245",""
"Germany","2018","Total","Female","62","Data tabulated by year of occurrence","Final figure, complete","2020","3440",""
"Germany","2018","Total","Female","63","Data tabulated by year of occurrence","Final figure, complete","2020","3743",""
"Germany","2018","Total","Female","64","Data tabulated by year of occurrence","Final figure, complete","2020","4155",""
"Germany","2018","Total","Female","65","Data tabulated by year of occurrence","Final figure, complete","2020","4189",""
"Germany","2018","Total","Female","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2020","24272",""
"Germany","2018","Total","Female","66","Data tabulated by year of occurrence","Final figure, complete","2020","4619",""
"Germany","2018","Total","Female","67","Data tabulated by year of occurrence","Final figure, complete","2020","4803",""
"Germany","2018","Total","Female","68","Data tabulated by year of occurrence","Final figure, complete","2020","5219",""
"Germany","2018","Total","Female","69","Data tabulated by year of occurrence","Final figure, complete","2020","5442",""
"Germany","2018","Total","Female","70","Data tabulated by year of occurrence","Final figure, complete","2020","5334",""
"Germany","2018","Total","Female","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2020","29682",""
"Germany","2018","Total","Female","71","Data tabulated by year of occurrence","Final figure, complete","2020","5466",""
"Germany","2018","Total","Female","72","Data tabulated by year of occurrence","Final figure, complete","2020","4859",""
"Germany","2018","Total","Female","73","Data tabulated by year of occurrence","Final figure, complete","2020","6270",""
"Germany","2018","Total","Female","74","Data tabulated by year of occurrence","Final figure, complete","2020","7753",""
"Germany","2018","Total","Female","75","Data tabulated by year of occurrence","Final figure, complete","2020","8179",""
"Germany","2018","Total","Female","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2020","58787",""
"Germany","2018","Total","Female","76","Data tabulated by year of occurrence","Final figure, complete","2020","10051",""
"Germany","2018","Total","Female","77","Data tabulated by year of occurrence","Final figure, complete","2020","11728",""
"Germany","2018","Total","Female","78","Data tabulated by year of occurrence","Final figure, complete","2020","14008",""
"Germany","2018","Total","Female","79","Data tabulated by year of occurrence","Final figure, complete","2020","14821",""
"Germany","2018","Total","Female","80","Data tabulated by year of occurrence","Final figure, complete","2020","15212",""
"Germany","2018","Total","Female","80 - 84","Data tabulated by year of occurrence","Final figure, complete","2020","86663",""
"Germany","2018","Total","Female","81","Data tabulated by year of occurrence","Final figure, complete","2020","16463",""
"Germany","2018","Total","Female","82","Data tabulated by year of occurrence","Final figure, complete","2020","18023",""
"Germany","2018","Total","Female","83","Data tabulated by year of occurrence","Final figure, complete","2020","19179",""
"Germany","2018","Total","Female","84","Data tabulated by year of occurrence","Final figure, complete","2020","17786",""
"Germany","2018","Total","Female","85","Data tabulated by year of occurrence","Final figure, complete","2020","17305",""
"Germany","2018","Total","Female","85 - 89","Data tabulated by year of occurrence","Final figure, complete","2020","101091",""
"Germany","2018","Total","Female","86","Data tabulated by year of occurrence","Final figure, complete","2020","18899",""
"Germany","2018","Total","Female","87","Data tabulated by year of occurrence","Final figure, complete","2020","20991",""
"Germany","2018","Total","Female","88","Data tabulated by year of occurrence","Final figure, complete","2020","22002",""
"Germany","2018","Total","Female","89","Data tabulated by year of occurrence","Final figure, complete","2020","21894",""
